Assuming 9 as type relation
Loading files... 
  Starting train_umls.tsv
  Finished train_umls.tsv, still running: 0
Loaded 1959 facts in 32 ms using -4 MB
Using HeadCoverage as pruning metric with minimum threshold 0.01
Using recursivity limit 3
Default mining assistant that defines support by counting support on both head variables
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.1
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 16 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?a  degree_of  ?h  ?b  manifestation_of  ?h   => ?a  affects  ?b	0.020408163	0.113207547	0.113207547	6	53	53	-1
?b  manifestation_of  ?h  ?h  result_of  ?a   => ?a  affects  ?b	0.088435374	0.085808581	0.10483871	26	303	248	-1
?b  degree_of  ?h  ?h  precedes  ?a   => ?a  affects  ?b	0.017006803	0.3125	0.3125	5	16	16	-1
?a  isa  ?h  ?b  manifestation_of  ?h   => ?a  affects  ?b	0.017006803	0.135135135	0.135135135	5	37	37	-1
?h  affects  ?a  ?b  manifestation_of  ?h   => ?a  affects  ?b	0.088435374	0.071232877	0.154761905	26	365	168	-1
?b  manifestation_of  ?h  ?h  precedes  ?a   => ?a  affects  ?b	0.037414966	0.186440678	0.186440678	11	59	59	-1
?b  manifestation_of  ?h  ?a  measures  ?h   => ?a  affects  ?b	0.010204082	0.081081081	0.12	3	37	25	-1
?h  manifestation_of  ?a  ?b  manifestation_of  ?h   => ?a  affects  ?b	0.030612245	0.09375	0.1	9	96	90	-1
?h  process_of  ?a  ?b  process_of  ?h   => ?a  affects  ?b	0.12585034	0.126712329	0.278195489	37	292	133	-1
?b  manifestation_of  ?h  ?a  result_of  ?h   => ?a  affects  ?b	0.074829932	0.077192982	0.111111111	22	285	198	-1
?b  degree_of  ?h  ?a  measures  ?h   => ?a  affects  ?b	0.017006803	0.333333333	0.454545455	5	15	11	-1
?h  degree_of  ?a  ?b  process_of  ?h   => ?a  affects  ?b	0.044217687	0.265306122	0.265306122	13	49	49	-1
?b  manifestation_of  ?h  ?a  precedes  ?h   => ?a  affects  ?b	0.044217687	0.196969697	0.196969697	13	66	66	-1
?a  disrupts  ?h  ?b  manifestation_of  ?h   => ?a  affects  ?b	0.037414966	0.141025641	0.141025641	11	78	78	-1
?b  degree_of  ?h  ?a  prevents  ?h   => ?a  affects  ?b	0.010204082	0.142857143	0.2	3	21	15	-1
?b  manifestation_of  ?h  ?a  prevents  ?h   => ?a  affects  ?b	0.020408163	0.146341463	0.2	6	41	30	-1
?b  process_of  ?h  ?h  produces  ?a   => ?a  affects  ?b	0.034013605	0.120481928	0.163934426	10	83	61	-1
?h  co-occurs_with  ?a  ?b  process_of  ?h   => ?a  affects  ?b	0.027210884	0.186046512	0.2	8	43	40	-1
?h  occurs_in  ?a  ?b  process_of  ?h   => ?a  affects  ?b	0.017006803	0.069444444	0.25	5	72	20	-1
?a  diagnoses  ?h  ?b  manifestation_of  ?h   => ?a  affects  ?b	0.017006803	0.125	0.185185185	5	40	27	-1
?h  isa  ?a  ?b  manifestation_of  ?h   => ?a  affects  ?b	0.034013605	0.138888889	0.192307692	10	72	52	-1
?a  co-occurs_with  ?h  ?b  manifestation_of  ?h   => ?a  affects  ?b	0.017006803	0.12195122	0.12195122	5	41	41	-1
?b  manifestation_of  ?h  ?h  produces  ?a   => ?a  affects  ?b	0.023809524	0.075268817	0.101449275	7	93	69	-1
?b  process_of  ?h  ?h  result_of  ?a   => ?a  affects  ?b	0.180272109	0.20703125	0.253588517	53	256	209	-1
?h  manifestation_of  ?a  ?b  process_of  ?h   => ?a  affects  ?b	0.068027211	0.322580645	0.338983051	20	62	59	-1
?a  causes  ?h  ?b  manifestation_of  ?h   => ?a  affects  ?b	0.091836735	0.102661597	0.14673913	27	263	184	-1
?h  affects  ?a  ?b  process_of  ?h   => ?a  affects  ?b	0.129251701	0.115853659	0.25	38	328	152	-1
?h  precedes  ?a  ?b  process_of  ?h   => ?a  affects  ?b	0.054421769	0.307692308	0.307692308	16	52	52	-1
?a  affects  ?h  ?b  manifestation_of  ?h   => ?a  affects  ?b	0.210884354	0.125	0.125	62	496	496	-1
?a  associated_with  ?h  ?b  manifestation_of  ?h   => ?a  affects  ?b	0.023809524	0.060344828	0.155555556	7	116	45	-1
?a  degree_of  ?h  ?b  process_of  ?h   => ?a  affects  ?b	0.034013605	0.222222222	0.222222222	10	45	45	-1
?a  diagnoses  ?h  ?b  process_of  ?h   => ?a  affects  ?b	0.030612245	0.290322581	0.409090909	9	31	22	-1
?a  location_of  ?h  ?b  process_of  ?h   => ?a  affects  ?b	0.030612245	0.060402685	0.155172414	9	149	58	-1
?h  associated_with  ?a  ?b  process_of  ?h   => ?a  affects  ?b	0.010204082	0.130434783	0.25	3	23	12	-1
?h  complicates  ?a  ?b  process_of  ?h   => ?a  affects  ?b	0.013605442	0.133333333	0.137931034	4	30	29	-1
?h  location_of  ?a  ?b  process_of  ?h   => ?a  affects  ?b	0.023809524	0.194444444	0.194444444	7	36	36	-1
?a  prevents  ?h  ?b  process_of  ?h   => ?a  affects  ?b	0.020408163	0.2	0.260869565	6	30	23	-1
?a  affects  ?h  ?b  process_of  ?h   => ?a  affects  ?b	0.455782313	0.252830189	0.252830189	134	530	530	-1
?a  process_of  ?h  ?b  process_of  ?h   => ?a  affects  ?b	0.180272109	0.28042328	0.28042328	53	189	189	-1
?b  process_of  ?h  ?a  result_of  ?h   => ?a  affects  ?b	0.156462585	0.16254417	0.244680851	46	283	188	-1
?a  assesses_effect_of  ?h  ?b  process_of  ?h   => ?a  affects  ?b	0.010204082	0.25	0.25	3	12	12	-1
?a  causes  ?h  ?b  process_of  ?h   => ?a  affects  ?b	0.129251701	0.215909091	0.322033898	38	176	118	-1
?a  isa  ?h  ?b  process_of  ?h   => ?a  affects  ?b	0.057823129	0.193181818	0.288135593	17	88	59	-1
?a  manifestation_of  ?h  ?b  process_of  ?h   => ?a  affects  ?b	0.06462585	0.135714286	0.195876289	19	140	97	-1
?a  associated_with  ?h  ?b  process_of  ?h   => ?a  affects  ?b	0.057823129	0.146551724	0.314814815	17	116	54	-1
?h  isa  ?a  ?b  process_of  ?h   => ?a  affects  ?b	0.037414966	0.101851852	0.25	11	108	44	-1
?a  part_of  ?h  ?b  process_of  ?h   => ?a  affects  ?b	0.027210884	0.064516129	0.13559322	8	124	59	-1
?a  occurs_in  ?h  ?b  process_of  ?h   => ?a  affects  ?b	0.023809524	0.411764706	0.411764706	7	17	17	-1
?h  causes  ?a  ?b  process_of  ?h   => ?a  affects  ?b	0.034013605	0.454545455	0.454545455	10	22	22	-1
?a  measures  ?h  ?b  process_of  ?h   => ?a  affects  ?b	0.020408163	0.153846154	0.285714286	6	39	21	-1
?a  causes  ?h  ?h  degree_of  ?b   => ?a  affects  ?b	0.074829932	0.186440678	0.278481013	22	118	79	-1
?h  affects  ?b  ?a  causes  ?h   => ?a  affects  ?b	0.19047619	0.084210526	0.120689655	56	665	464	-1
?a  indicates  ?h  ?b  process_of  ?h   => ?a  affects  ?b	0.010204082	0.136363636	0.272727273	3	22	11	-1
?a  complicates  ?h  ?b  process_of  ?h   => ?a  affects  ?b	0.074829932	0.23655914	0.23655914	22	93	93	-1
?a  causes  ?h  ?h  complicates  ?b   => ?a  affects  ?b	0.047619048	0.098591549	0.142857143	14	142	98	-1
?h  causes  ?b  ?a  produces  ?h   => ?a  affects  ?b	0.051020408	0.097402597	0.153061224	15	154	98	-1
?h  disrupts  ?b  ?a  produces  ?h   => ?a  affects  ?b	0.044217687	0.1015625	0.134020619	13	128	97	-1
?h  associated_with  ?b  ?a  produces  ?h   => ?a  affects  ?b	0.010204082	0.166666667	0.214285714	3	18	14	-1
?a  associated_with  ?h  ?h  manifestation_of  ?b   => ?a  affects  ?b	0.06462585	0.11875	0.271428571	19	160	70	-1
?a  precedes  ?h  ?b  process_of  ?h   => ?a  affects  ?b	0.040816327	0.218181818	0.218181818	12	55	55	-1
?a  disrupts  ?h  ?b  process_of  ?h   => ?a  affects  ?b	0.06122449	0.264705882	0.264705882	18	68	68	-1
?a  causes  ?h  ?h  manifestation_of  ?b   => ?a  affects  ?b	0.217687075	0.196319018	0.275862069	64	326	232	-1
?a  co-occurs_with  ?h  ?b  process_of  ?h   => ?a  affects  ?b	0.017006803	0.217391304	0.217391304	5	23	23	-1
?a  causes  ?h  ?h  process_of  ?b   => ?a  affects  ?b	0.129251701	0.07480315	0.110787172	38	508	343	-1
?a  associated_with  ?h  ?h  isa  ?b   => ?a  affects  ?b	0.013605442	0.054054054	0.121212121	4	74	33	-1
?a  associated_with  ?h  ?h  measurement_of  ?b   => ?a  affects  ?b	0.010204082	0.166666667	0.2	3	18	15	-1
?a  causes  ?h  ?h  location_of  ?b   => ?a  affects  ?b	0.040816327	0.113207547	0.15	12	106	80	-1
?h  complicates  ?b  ?a  produces  ?h   => ?a  affects  ?b	0.078231293	0.161971831	0.219047619	23	142	105	-1
?h  affects  ?b  ?a  produces  ?h   => ?a  affects  ?b	0.091836735	0.170886076	0.278350515	27	158	97	-1
?a  causes  ?h  ?h  isa  ?b   => ?a  affects  ?b	0.054421769	0.113475177	0.158415842	16	141	101	-1
?h  affects  ?b  ?a  associated_with  ?h   => ?a  affects  ?b	0.06122449	0.059210526	0.162162162	18	304	111	-1
?h  associated_with  ?b  ?a  causes  ?h   => ?a  affects  ?b	0.037414966	0.1375	0.192982456	11	80	57	-1
?a  associated_with  ?h  ?h  process_of  ?b   => ?a  affects  ?b	0.054421769	0.059701493	0.155339806	16	268	103	-1
?a  associated_with  ?h  ?h  degree_of  ?b   => ?a  affects  ?b	0.027210884	0.137931034	0.333333333	8	58	24	-1
?a  associated_with  ?h  ?h  property_of  ?b   => ?a  affects  ?b	0.034013605	0.217391304	0.243902439	10	46	41	-1
?a  causes  ?h  ?h  result_of  ?b   => ?a  affects  ?b	0.25170068	0.104078762	0.147410359	74	711	502	-1
?a  associated_with  ?h  ?h  precedes  ?b   => ?a  affects  ?b	0.017006803	0.185185185	0.416666667	5	27	12	-1
?h  associated_with  ?b  ?a  associated_with  ?h   => ?a  affects  ?b	0.013605442	0.086956522	0.2	4	46	20	-1
?a  causes  ?h  ?h  precedes  ?b   => ?a  affects  ?b	0.057823129	0.246376812	0.346938776	17	69	49	-1
?a  isa  ?h  ?h  manifestation_of  ?b   => ?a  affects  ?b	0.017006803	0.185185185	0.238095238	5	27	21	-1
?h  associated_with  ?b  ?a  isa  ?h   => ?a  affects  ?b	0.013605442	0.181818182	0.266666667	4	22	15	-1
?h  causes  ?b  ?a  ingredient_of  ?h   => ?a  affects  ?b	0.017006803	0.5	0.625	5	10	8	-1
?h  affects  ?b  ?a  degree_of  ?h   => ?a  affects  ?b	0.112244898	0.275	0.275	33	120	120	-1
?a  degree_of  ?h  ?h  result_of  ?b   => ?a  affects  ?b	0.06122449	0.156521739	0.156521739	18	115	115	-1
?h  complicates  ?b  ?a  interacts_with  ?h   => ?a  affects  ?b	0.197278912	0.253275109	0.253275109	58	229	229	-1
?a  degree_of  ?h  ?h  manifestation_of  ?b   => ?a  affects  ?b	0.037414966	0.234042553	0.234042553	11	47	47	-1
?h  degree_of  ?b  ?a  degree_of  ?h   => ?a  affects  ?b	0.013605442	0.166666667	0.166666667	4	24	24	-1
?a  associated_with  ?h  ?h  result_of  ?b   => ?a  affects  ?b	0.091836735	0.069053708	0.156069364	27	391	173	-1
?h  causes  ?b  ?a  interacts_with  ?h   => ?a  affects  ?b	0.098639456	0.18125	0.185897436	29	160	156	-1
?h  complicates  ?b  ?a  degree_of  ?h   => ?a  affects  ?b	0.013605442	0.181818182	0.181818182	4	22	22	-1
?a  degree_of  ?h  ?h  isa  ?b   => ?a  affects  ?b	0.013605442	0.173913043	0.173913043	4	23	23	-1
?a  isa  ?h  ?h  process_of  ?b   => ?a  affects  ?b	0.105442177	0.306930693	0.306930693	31	101	101	-1
?h  affects  ?b  ?a  isa  ?h   => ?a  affects  ?b	0.238095238	0.336538462	0.336538462	70	208	208	-1
?a  co-occurs_with  ?h  ?h  part_of  ?b   => ?a  affects  ?b	0.047619048	0.358974359	0.358974359	14	39	39	-1
?a  associated_with  ?h  ?h  location_of  ?b   => ?a  affects  ?b	0.017006803	0.079365079	0.217391304	5	63	23	-1
?h  causes  ?b  ?a  isa  ?h   => ?a  affects  ?b	0.027210884	0.125	0.125	8	64	64	-1
?h  affects  ?b  ?a  interacts_with  ?h   => ?a  affects  ?b	0.204081633	0.294117647	0.294117647	60	204	204	-1
?a  degree_of  ?h  ?h  process_of  ?b   => ?a  affects  ?b	0.105442177	0.267241379	0.267241379	31	116	116	-1
?h  manifestation_of  ?b  ?a  occurs_in  ?h   => ?a  affects  ?b	0.023809524	0.259259259	0.259259259	7	27	27	-1
?h  disrupts  ?b  ?a  interacts_with  ?h   => ?a  affects  ?b	0.085034014	0.131578947	0.131578947	25	190	190	-1
?a  interacts_with  ?h  ?h  prevents  ?b   => ?a  affects  ?b	0.020408163	0.24	0.24	6	25	25	-1
?h  isa  ?b  ?a  occurs_in  ?h   => ?a  affects  ?b	0.013605442	0.097560976	0.102564103	4	41	39	-1
?h  indicates  ?b  ?a  interacts_with  ?h   => ?a  affects  ?b	0.017006803	0.178571429	0.178571429	5	28	28	-1
?h  affects  ?b  ?a  co-occurs_with  ?h   => ?a  affects  ?b	0.078231293	0.214953271	0.214953271	23	107	107	-1
?a  co-occurs_with  ?h  ?h  process_of  ?b   => ?a  affects  ?b	0.047619048	0.233333333	0.233333333	14	60	60	-1
?h  complicates  ?b  ?a  occurs_in  ?h   => ?a  affects  ?b	0.013605442	0.222222222	0.222222222	4	18	18	-1
?a  complicates  ?h  ?h  process_of  ?b   => ?a  affects  ?b	0.115646259	0.125461255	0.125461255	34	271	271	-1
?a  co-occurs_with  ?h  ?h  manifestation_of  ?b   => ?a  affects  ?b	0.020408163	0.166666667	0.166666667	6	36	36	-1
?h  associated_with  ?b  ?a  co-occurs_with  ?h   => ?a  affects  ?b	0.010204082	0.5	0.5	3	6	6	-1
?h  affects  ?b  ?a  occurs_in  ?h   => ?a  affects  ?b	0.057823129	0.274193548	0.274193548	17	62	62	-1
?a  occurs_in  ?h  ?h  process_of  ?b   => ?a  affects  ?b	0.047619048	0.285714286	0.285714286	14	49	49	-1
?a  isa  ?h  ?h  result_of  ?b   => ?a  affects  ?b	0.057823129	0.146551724	0.146551724	17	116	116	-1
?a  occurs_in  ?h  ?h  result_of  ?b   => ?a  affects  ?b	0.044217687	0.139784946	0.139784946	13	93	93	-1
?h  diagnoses  ?b  ?a  interacts_with  ?h   => ?a  affects  ?b	0.020408163	0.5	0.5	6	12	12	-1
?a  precedes  ?h  ?h  process_of  ?b   => ?a  affects  ?b	0.146258503	0.282894737	0.282894737	43	152	152	-1
?a  precedes  ?h  ?h  result_of  ?b   => ?a  affects  ?b	0.06122449	0.166666667	0.166666667	18	108	108	-1
?h  affects  ?b  ?a  complicates  ?h   => ?a  affects  ?b	0.163265306	0.132963989	0.137142857	48	361	350	-1
?a  complicates  ?h  ?h  degree_of  ?b   => ?a  affects  ?b	0.044217687	0.25	0.25	13	52	52	-1
?h  manifestation_of  ?b  ?a  precedes  ?h   => ?a  affects  ?b	0.020408163	0.222222222	0.222222222	6	27	27	-1
?a  co-occurs_with  ?h  ?h  result_of  ?b   => ?a  affects  ?b	0.051020408	0.128205128	0.128205128	15	117	117	-1
?a  complicates  ?h  ?h  precedes  ?b   => ?a  affects  ?b	0.044217687	0.213114754	0.213114754	13	61	61	-1
?a  complicates  ?h  ?h  manifestation_of  ?b   => ?a  affects  ?b	0.119047619	0.216049383	0.227272727	35	162	154	-1
?a  complicates  ?h  ?h  part_of  ?b   => ?a  affects  ?b	0.044217687	0.123809524	0.136842105	13	105	95	-1
?a  complicates  ?h  ?h  isa  ?b   => ?a  affects  ?b	0.040816327	0.142857143	0.146341463	12	84	82	-1
?h  complicates  ?b  ?a  complicates  ?h   => ?a  affects  ?b	0.020408163	0.105263158	0.109090909	6	57	55	-1
?h  co-occurs_with  ?b  ?a  complicates  ?h   => ?a  affects  ?b	0.023809524	0.118644068	0.122807018	7	59	57	-1
?h  associated_with  ?b  ?a  complicates  ?h   => ?a  affects  ?b	0.017006803	0.138888889	0.142857143	5	36	35	-1
?h  affects  ?b  ?a  precedes  ?h   => ?a  affects  ?b	0.139455782	0.251533742	0.251533742	41	163	163	-1
?h  associated_with  ?b  ?a  occurs_in  ?h   => ?a  affects  ?b	0.013605442	0.210526316	0.210526316	4	19	19	-1
?h  isa  ?b  ?a  precedes  ?h   => ?a  affects  ?b	0.023809524	0.333333333	0.333333333	7	21	21	-1
?b  affects  ?h  ?a  part_of  ?h   => ?a  affects  ?b	0.030612245	0.054545455	0.113924051	9	165	79	-1
?a  complicates  ?h  ?h  result_of  ?b   => ?a  affects  ?b	0.156462585	0.123324397	0.128851541	46	373	357	-1
?b  affects  ?h  ?h  precedes  ?a   => ?a  affects  ?b	0.068027211	0.108108108	0.108108108	20	185	185	-1
?b  affects  ?h  ?h  degree_of  ?a   => ?a  affects  ?b	0.06462585	0.106145251	0.106145251	19	179	179	-1
?b  affects  ?h  ?a  indicates  ?h   => ?a  affects  ?b	0.010204082	0.042253521	0.107142857	3	71	28	-1
?a  diagnoses  ?h  ?h  manifestation_of  ?b   => ?a  affects  ?b	0.034013605	0.192307692	0.303030303	10	52	33	-1
?a  diagnoses  ?h  ?h  process_of  ?b   => ?a  affects  ?b	0.027210884	0.088888889	0.133333333	8	90	60	-1
?h  complicates  ?b  ?a  diagnoses  ?h   => ?a  affects  ?b	0.013605442	0.173913043	0.285714286	4	23	14	-1
?h  degree_of  ?b  ?a  diagnoses  ?h   => ?a  affects  ?b	0.017006803	0.227272727	0.333333333	5	22	15	-1
?h  associated_with  ?b  ?a  diagnoses  ?h   => ?a  affects  ?b	0.013605442	0.307692308	0.363636364	4	13	11	-1
?a  complicates  ?h  ?h  location_of  ?b   => ?a  affects  ?b	0.030612245	0.142857143	0.160714286	9	63	56	-1
?a  disrupts  ?h  ?h  process_of  ?b   => ?a  affects  ?b	0.054421769	0.101910828	0.101910828	16	157	157	-1
?a  disrupts  ?h  ?h  precedes  ?b   => ?a  affects  ?b	0.013605442	0.153846154	0.153846154	4	26	26	-1
?b  affects  ?h  ?h  location_of  ?a   => ?a  affects  ?b	0.017006803	0.11627907	0.125	5	43	40	-1
?b  affects  ?h  ?a  process_of  ?h   => ?a  affects  ?b	0.183673469	0.101886792	0.101886792	54	530	530	-1
?h  degree_of  ?b  ?a  precedes  ?h   => ?a  affects  ?b	0.010204082	0.176470588	0.176470588	3	17	17	-1
?h  isa  ?b  ?a  result_of  ?h   => ?a  affects  ?b	0.040816327	0.075	0.112149533	12	160	107	-1
?b  affects  ?h  ?a  treats  ?h   => ?a  affects  ?b	0.013605442	0.04	0.1	4	100	40	-1
?a  diagnoses  ?h  ?h  result_of  ?b   => ?a  affects  ?b	0.034013605	0.098039216	0.158730159	10	102	63	-1
?a  disrupts  ?h  ?h  location_of  ?b   => ?a  affects  ?b	0.06462585	0.113095238	0.131034483	19	168	145	-1
?h  affects  ?b  ?a  disrupts  ?h   => ?a  affects  ?b	0.078231293	0.111111111	0.112195122	23	207	205	-1
?a  disrupts  ?h  ?h  result_of  ?b   => ?a  affects  ?b	0.054421769	0.131147541	0.131147541	16	122	122	-1
?h  isa  ?b  ?a  part_of  ?h   => ?a  affects  ?b	0.010204082	0.075	0.157894737	3	40	19	-1
?b  affects  ?h  ?h  causes  ?a   => ?a  affects  ?b	0.017006803	0.192307692	0.192307692	5	26	26	-1
?h  process_of  ?b  ?a  result_of  ?h   => ?a  affects  ?b	0.37755102	0.190721649	0.274752475	111	582	404	-1
?h  result_of  ?b  ?a  result_of  ?h   => ?a  affects  ?b	0.18707483	0.093696763	0.134803922	55	587	408	-1
?h  affects  ?b  ?a  diagnoses  ?h   => ?a  affects  ?b	0.047619048	0.132075472	0.197183099	14	106	71	-1
?h  precedes  ?b  ?a  result_of  ?h   => ?a  affects  ?b	0.047619048	0.138613861	0.212121212	14	101	66	-1
?h  degree_of  ?b  ?a  result_of  ?h   => ?a  affects  ?b	0.037414966	0.120879121	0.166666667	11	91	66	-1
?h  co-occurs_with  ?b  ?a  result_of  ?h   => ?a  affects  ?b	0.030612245	0.092783505	0.126760563	9	97	71	-1
?h  precedes  ?b  ?a  process_of  ?h   => ?a  affects  ?b	0.051020408	0.288461538	0.288461538	15	52	52	-1
?h  interacts_with  ?b  ?a  part_of  ?h   => ?a  affects  ?b	0.027210884	0.078431373	0.16	8	102	50	-1
?h  complicates  ?b  ?a  process_of  ?h   => ?a  affects  ?b	0.017006803	0.166666667	0.166666667	5	30	30	-1
?h  associated_with  ?b  ?a  process_of  ?h   => ?a  affects  ?b	0.013605442	0.173913043	0.173913043	4	23	23	-1
?h  interacts_with  ?b  ?a  process_of  ?h   => ?a  affects  ?b	0.119047619	0.357142857	0.357142857	35	98	98	-1
?h  affects  ?b  ?a  prevents  ?h   => ?a  affects  ?b	0.044217687	0.138297872	0.2	13	94	65	-1
?h  isa  ?b  ?a  process_of  ?h   => ?a  affects  ?b	0.085034014	0.231481481	0.231481481	25	108	108	-1
?h  affects  ?b  ?a  result_of  ?h   => ?a  affects  ?b	0.394557823	0.164305949	0.237218814	116	706	489	-1
?a  prevents  ?h  ?h  process_of  ?b   => ?a  affects  ?b	0.023809524	0.08045977	0.122807018	7	87	57	-1
?h  part_of  ?b  ?a  result_of  ?h   => ?a  affects  ?b	0.108843537	0.253968254	0.333333333	32	126	96	-1
?h  degree_of  ?b  ?a  prevents  ?h   => ?a  affects  ?b	0.017006803	0.263157895	0.454545455	5	19	11	-1
?h  manifestation_of  ?b  ?a  result_of  ?h   => ?a  affects  ?b	0.105442177	0.140271493	0.18902439	31	221	164	-1
?h  degree_of  ?b  ?a  process_of  ?h   => ?a  affects  ?b	0.057823129	0.346938776	0.346938776	17	49	49	-1
?a  manifestation_of  ?h  ?h  process_of  ?b   => ?a  affects  ?b	0.180272109	0.165625	0.243119266	53	320	218	-1
?h  location_of  ?b  ?a  result_of  ?h   => ?a  affects  ?b	0.034013605	0.178571429	0.227272727	10	56	44	-1
?h  complicates  ?b  ?a  result_of  ?h   => ?a  affects  ?b	0.034013605	0.108695652	0.142857143	10	92	70	-1
?h  co-occurs_with  ?b  ?a  process_of  ?h   => ?a  affects  ?b	0.030612245	0.209302326	0.209302326	9	43	43	-1
?h  isa  ?b  ?a  manifestation_of  ?h   => ?a  affects  ?b	0.023809524	0.097222222	0.142857143	7	72	49	-1
?h  affects  ?b  ?a  conceptually_related_to  ?h   => ?a  affects  ?b	0.017006803	0.5	0.5	5	10	10	-1
?h  affects  ?b  ?a  process_of  ?h   => ?a  affects  ?b	0.285714286	0.256097561	0.256097561	84	328	328	-1
?h  causes  ?b  ?a  process_of  ?h   => ?a  affects  ?b	0.023809524	0.318181818	0.318181818	7	22	22	-1
?a  prevents  ?h  ?h  result_of  ?b   => ?a  affects  ?b	0.034013605	0.098039216	0.15625	10	102	64	-1
?h  manifestation_of  ?b  ?a  prevents  ?h   => ?a  affects  ?b	0.027210884	0.210526316	0.307692308	8	38	26	-1
?h  process_of  ?b  ?a  process_of  ?h   => ?a  affects  ?b	0.265306122	0.267123288	0.267123288	78	292	292	-1
?a  process_of  ?h  ?h  result_of  ?b   => ?a  affects  ?b	0.142857143	0.1640625	0.1640625	42	256	256	-1
?h  precedes  ?b  ?a  prevents  ?h   => ?a  affects  ?b	0.013605442	0.285714286	0.363636364	4	14	11	-1
?a  affects  ?h  ?h  isa  ?b   => ?a  affects  ?b	0.176870748	0.181818182	0.181818182	52	286	286	-1
?a  manifestation_of  ?h  ?h  result_of  ?b   => ?a  affects  ?b	0.081632653	0.079207921	0.119402985	24	303	201	-1
?h  affects  ?b  ?a  manifestation_of  ?h   => ?a  affects  ?b	0.200680272	0.161643836	0.248945148	59	365	237	-1
?a  manifestation_of  ?h  ?h  precedes  ?b   => ?a  affects  ?b	0.027210884	0.13559322	0.186046512	8	59	43	-1
?a  affects  ?h  ?h  interacts_with  ?b   => ?a  affects  ?b	0.119047619	0.307017544	0.307017544	35	114	114	-1
?h  manifestation_of  ?b  ?a  manifestation_of  ?h   => ?a  affects  ?b	0.051020408	0.15625	0.238095238	15	96	63	-1
?a  affects  ?h  ?h  causes  ?b   => ?a  affects  ?b	0.023809524	0.269230769	0.269230769	7	26	26	-1
?h  manifestation_of  ?b  ?a  process_of  ?h   => ?a  affects  ?b	0.040816327	0.193548387	0.193548387	12	62	62	-1
?h  co-occurs_with  ?b  ?a  manifestation_of  ?h   => ?a  affects  ?b	0.013605442	0.076923077	0.121212121	4	52	33	-1
?h  complicates  ?b  ?a  uses  ?h   => ?a  affects  ?b	0.010204082	0.25	0.25	3	12	12	-1
?a  location_of  ?h  ?h  process_of  ?b   => ?a  affects  ?b	0.051020408	0.056818182	0.170454545	15	264	88	-1
?a  location_of  ?h  ?h  manifestation_of  ?b   => ?a  affects  ?b	0.027210884	0.061068702	0.16	8	131	50	-1
?a  affects  ?h  ?h  process_of  ?b   => ?a  affects  ?b	0.605442177	0.172647915	0.172647915	178	1031	1031	-1
?a  measures  ?h  ?h  result_of  ?b   => ?a  affects  ?b	0.030612245	0.101123596	0.176470588	9	89	51	-1
?h  manifestation_of  ?b  ?a  measures  ?h   => ?a  affects  ?b	0.017006803	0.2	0.357142857	5	25	14	-1
?h  affects  ?b  ?a  affects  ?h   => ?a  affects  ?b	0.639455782	0.168157424	0.168157424	188	1118	1118	-1
?a  measures  ?h  ?h  precedes  ?b   => ?a  affects  ?b	0.020408163	0.352941176	0.428571429	6	17	14	-1
?a  affects  ?h  ?h  result_of  ?b   => ?a  affects  ?b	0.503401361	0.150559512	0.150559512	148	983	983	-1
?a  affects  ?h  ?h  degree_of  ?b   => ?a  affects  ?b	0.166666667	0.273743017	0.273743017	49	179	179	-1
?h  affects  ?b  ?a  assesses_effect_of  ?h   => ?a  affects  ?b	0.030612245	0.225	0.225	9	40	40	-1
?a  affects  ?h  ?h  property_of  ?b   => ?a  affects  ?b	0.013605442	0.363636364	0.363636364	4	11	11	-1
?a  affects  ?h  ?h  precedes  ?b   => ?a  affects  ?b	0.176870748	0.281081081	0.281081081	52	185	185	-1
?a  assesses_effect_of  ?h  ?h  process_of  ?b   => ?a  affects  ?b	0.010204082	0.12	0.12	3	25	25	-1
?a  affects  ?h  ?h  complicates  ?b   => ?a  affects  ?b	0.057823129	0.121428571	0.121428571	17	140	140	-1
?h  affects  ?b  ?a  uses  ?h   => ?a  affects  ?b	0.020408163	0.206896552	0.461538462	6	29	13	-1
?a  affects  ?h  ?h  co-occurs_with  ?b   => ?a  affects  ?b	0.074829932	0.144736842	0.144736842	22	152	152	-1
?a  affects  ?h  ?h  conceptually_related_to  ?b   => ?a  affects  ?b	0.017006803	0.416666667	0.416666667	5	12	12	-1
?h  result_of  ?b  ?a  treats  ?h   => ?a  affects  ?b	0.013605442	0.052631579	0.129032258	4	76	31	-1
?h  causes  ?b  ?a  uses  ?h   => ?a  affects  ?b	0.013605442	0.095238095	0.363636364	4	42	11	-1
?a  indicates  ?h  ?h  result_of  ?b   => ?a  affects  ?b	0.010204082	0.068181818	0.1875	3	44	16	-1
?h  affects  ?b  ?a  measures  ?h   => ?a  affects  ?b	0.030612245	0.088235294	0.160714286	9	102	56	-1
?h  complicates  ?b  ?a  measures  ?h   => ?a  affects  ?b	0.013605442	0.070175439	0.153846154	4	57	26	-1
?h  causes  ?b  ?a  measures  ?h   => ?a  affects  ?b	0.013605442	0.1	0.2	4	40	20	-1
