Assuming 9 as type relation
Loading files... 
  Starting train_umls.tsv
  Finished train_umls.tsv, still running: 0
Loaded 1959 facts in 32 ms using -4 MB
Using HeadCoverage as pruning metric with minimum threshold 0.01
Using recursivity limit 3
Default mining assistant that defines support by counting support on both head variables
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.1
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 16 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?h  affects  ?b  ?a  analyzes  ?h   => ?a  affects  ?b	0.027210884	0.32	0.32	8	25	25	-1
?a  affects  ?h  ?h  manifestation_of  ?b   => ?a  affects  ?b	0.255102041	0.25862069	0.25862069	75	290	290	-1
?g  evaluation_of  ?b  ?g  result_of  ?a   => ?a  affects  ?b	0.013605442	0.571428571	0.571428571	4	7	7	-1
?a  analyzes  ?h  ?h  causes  ?b   => ?a  affects  ?b	0.013605442	0.222222222	0.222222222	4	18	18	-1
?a  affects  ?h  ?h  associated_with  ?b   => ?a  affects  ?b	0.051020408	0.119047619	0.119047619	15	126	126	-1
?a  assesses_effect_of  ?h  ?h  complicates  ?b   => ?a  affects  ?b	0.020408163	0.24	0.24	6	25	25	-1
?g  process_of  ?a  ?g  result_of  ?b   => ?a  affects  ?b	0.153061224	0.072933549	0.172413793	45	617	261	-1
?a  assesses_effect_of  ?h  ?h  disrupts  ?b   => ?a  affects  ?b	0.010204082	0.157894737	0.157894737	3	19	19	-1
?h  affects  ?b  ?a  treats  ?h   => ?a  affects  ?b	0.017006803	0.05952381	0.142857143	5	84	35	-1
?g  evaluation_of  ?b  ?g  manifestation_of  ?a   => ?a  affects  ?b	0.037414966	0.157142857	0.169230769	11	70	65	-1
?h  affects  ?b  ?a  location_of  ?h   => ?a  affects  ?b	0.054421769	0.042780749	0.137931034	16	374	116	-1
?g  associated_with  ?a  ?g  evaluation_of  ?b   => ?a  affects  ?b	0.020408163	0.214285714	0.214285714	6	28	28	-1
?g  evaluation_of  ?b  ?g  indicates  ?a   => ?a  affects  ?b	0.020408163	0.15	0.171428571	6	40	35	-1
?g  diagnoses  ?a  ?g  evaluation_of  ?b   => ?a  affects  ?b	0.010204082	0.375	0.375	3	8	8	-1
?g  result_of  ?a  ?g  result_of  ?b   => ?a  affects  ?b	0.278911565	0.115655853	0.138047138	82	709	594	-1
?g  manifestation_of  ?a  ?g  result_of  ?b   => ?a  affects  ?b	0.12585034	0.133093525	0.139622642	37	278	265	-1
?g  affects  ?a  ?g  result_of  ?b   => ?a  affects  ?b	0.132653061	0.056115108	0.123809524	39	695	315	-1
?g  occurs_in  ?a  ?g  result_of  ?b   => ?a  affects  ?b	0.023809524	0.033333333	0.118644068	7	210	59	-1
?h  manifestation_of  ?b  ?a  treats  ?h   => ?a  affects  ?b	0.013605442	0.090909091	0.210526316	4	44	19	-1
?a  assesses_effect_of  ?h  ?h  result_of  ?b   => ?a  affects  ?b	0.010204082	0.142857143	0.142857143	3	21	21	-1
?g  location_of  ?b  ?g  result_of  ?a   => ?a  affects  ?b	0.074829932	0.211538462	0.247191011	22	104	89	-1
?g  degree_of  ?a  ?g  result_of  ?b   => ?a  affects  ?b	0.068027211	0.16	0.16	20	125	125	-1
?g  affects  ?a  ?g  location_of  ?b   => ?a  affects  ?b	0.027210884	0.082474227	0.163265306	8	97	49	-1
?h  affects  ?b  ?a  indicates  ?h   => ?a  affects  ?b	0.013605442	0.083333333	0.222222222	4	48	18	-1
?g  location_of  ?a  ?g  location_of  ?b   => ?a  affects  ?b	0.210884354	0.117870722	0.150121065	62	526	413	-1
?g  evaluation_of  ?a  ?g  evaluation_of  ?b   => ?a  affects  ?b	0.047619048	0.215384615	0.229508197	14	65	61	-1
?g  causes  ?a  ?g  disrupts  ?b   => ?a  affects  ?b	0.044217687	0.141304348	0.156626506	13	92	83	-1
?g  evaluation_of  ?b  ?g  measurement_of  ?a   => ?a  affects  ?b	0.057823129	0.283333333	0.283333333	17	60	60	-1
?g  isa  ?a  ?g  result_of  ?b   => ?a  affects  ?b	0.051020408	0.088757396	0.166666667	15	169	90	-1
?g  produces  ?a  ?g  result_of  ?b   => ?a  affects  ?b	0.044217687	0.076923077	0.111111111	13	169	117	-1
?g  co-occurs_with  ?a  ?g  result_of  ?b   => ?a  affects  ?b	0.040816327	0.09375	0.111111111	12	128	108	-1
?g  precedes  ?a  ?g  result_of  ?b   => ?a  affects  ?b	0.071428571	0.221052632	0.221052632	21	95	95	-1
?g  affects  ?b  ?g  interacts_with  ?a   => ?a  affects  ?b	0.19047619	0.270531401	0.270531401	56	207	207	-1
?g  conceptually_related_to  ?a  ?g  result_of  ?b   => ?a  affects  ?b	0.017006803	0.5	0.5	5	10	10	-1
?g  affects  ?b  ?g  isa  ?a   => ?a  affects  ?b	0.166666667	0.173144876	0.298780488	49	283	164	-1
?g  location_of  ?b  ?g  manifestation_of  ?a   => ?a  affects  ?b	0.044217687	0.26	0.26	13	50	50	-1
?g  affects  ?b  ?g  measures  ?a   => ?a  affects  ?b	0.12244898	0.270676692	0.297520661	36	133	121	-1
?g  location_of  ?b  ?g  produces  ?a   => ?a  affects  ?b	0.088435374	0.126213592	0.140540541	26	206	185	-1
?g  affects  ?a  ?g  disrupts  ?b   => ?a  affects  ?b	0.047619048	0.126126126	0.126126126	14	111	111	-1
?g  complicates  ?a  ?g  disrupts  ?b   => ?a  affects  ?b	0.057823129	0.098265896	0.104294479	17	173	163	-1
?g  location_of  ?a  ?g  result_of  ?b   => ?a  affects  ?b	0.044217687	0.125	0.194029851	13	104	67	-1
?g  affects  ?b  ?g  produces  ?a   => ?a  affects  ?b	0.071428571	0.092511013	0.120689655	21	227	174	-1
?g  disrupts  ?b  ?g  prevents  ?a   => ?a  affects  ?b	0.017006803	0.217391304	0.217391304	5	23	23	-1
?g  affects  ?b  ?g  result_of  ?a   => ?a  affects  ?b	0.43877551	0.185611511	0.223570191	129	695	577	-1
?g  affects  ?b  ?g  process_of  ?a   => ?a  affects  ?b	0.289115646	0.114401077	0.261538462	85	743	325	-1
?g  affects  ?b  ?g  assesses_effect_of  ?a   => ?a  affects  ?b	0.057823129	0.265625	0.265625	17	64	64	-1
?g  affects  ?b  ?g  occurs_in  ?a   => ?a  affects  ?b	0.051020408	0.073529412	0.277777778	15	204	54	-1
?g  associated_with  ?a  ?g  result_of  ?b   => ?a  affects  ?b	0.020408163	0.071428571	0.133333333	6	84	45	-1
?g  affects  ?a  ?g  affects  ?b   => ?a  affects  ?b	0.367346939	0.120805369	0.254117647	108	894	425	-1
?g  affects  ?b  ?g  precedes  ?a   => ?a  affects  ?b	0.139455782	0.292857143	0.292857143	41	140	140	-1
?g  affects  ?b  ?g  complicates  ?a   => ?a  affects  ?b	0.180272109	0.222689076	0.234513274	53	238	226	-1
?g  affects  ?b  ?g  degree_of  ?a   => ?a  affects  ?b	0.119047619	0.286885246	0.286885246	35	122	122	-1
?g  affects  ?b  ?g  causes  ?a   => ?a  affects  ?b	0.098639456	0.213235294	0.237704918	29	136	122	-1
?g  affects  ?b  ?g  manifestation_of  ?a   => ?a  affects  ?b	0.234693878	0.259398496	0.26953125	69	266	256	-1
?g  disrupts  ?b  ?g  interacts_with  ?a   => ?a  affects  ?b	0.027210884	0.1	0.1	8	80	80	-1
?g  affects  ?b  ?g  co-occurs_with  ?a   => ?a  affects  ?b	0.081632653	0.203389831	0.230769231	24	118	104	-1
?g  isa  ?a  ?g  precedes  ?b   => ?a  affects  ?b	0.017006803	0.238095238	0.294117647	5	21	17	-1
?g  affects  ?b  ?g  analyzes  ?a   => ?a  affects  ?b	0.057823129	0.293103448	0.34	17	58	50	-1
?g  affects  ?b  ?g  prevents  ?a   => ?a  affects  ?b	0.054421769	0.432432432	0.432432432	16	37	37	-1
?g  affects  ?b  ?g  treats  ?a   => ?a  affects  ?b	0.023809524	0.28	0.28	7	25	25	-1
?g  affects  ?b  ?g  diagnoses  ?a   => ?a  affects  ?b	0.040816327	0.324324324	0.324324324	12	37	37	-1
?g  analyzes  ?a  ?g  measures  ?b   => ?a  affects  ?b	0.06122449	0.089552239	0.102857143	18	201	175	-1
?g  affects  ?b  ?g  uses  ?a   => ?a  affects  ?b	0.020408163	0.1875	0.461538462	6	32	13	-1
?g  affects  ?b  ?g  conceptually_related_to  ?a   => ?a  affects  ?b	0.017006803	0.416666667	0.416666667	5	12	12	-1
?g  manifestation_of  ?a  ?g  precedes  ?b   => ?a  affects  ?b	0.020408163	0.24	0.25	6	25	24	-1
?g  precedes  ?b  ?g  result_of  ?a   => ?a  affects  ?b	0.06462585	0.2	0.2375	19	95	80	-1
?g  precedes  ?a  ?g  precedes  ?b   => ?a  affects  ?b	0.020408163	0.24	0.24	6	25	25	-1
?g  affects  ?b  ?g  location_of  ?a   => ?a  affects  ?b	0.078231293	0.237113402	0.343283582	23	97	67	-1
?g  precedes  ?b  ?g  produces  ?a   => ?a  affects  ?b	0.010204082	0.085714286	0.12	3	35	25	-1
?g  affects  ?b  ?g  associated_with  ?a   => ?a  affects  ?b	0.06122449	0.12	0.191489362	18	150	94	-1
?g  precedes  ?b  ?g  process_of  ?a   => ?a  affects  ?b	0.037414966	0.101851852	0.224489796	11	108	49	-1
?g  affects  ?b  ?g  disrupts  ?a   => ?a  affects  ?b	0.068027211	0.18018018	0.25974026	20	111	77	-1
?g  degree_of  ?b  ?g  precedes  ?a   => ?a  affects  ?b	0.017006803	0.384615385	0.384615385	5	13	13	-1
?g  complicates  ?a  ?g  complicates  ?b   => ?a  affects  ?b	0.115646259	0.159624413	0.168316832	34	213	202	-1
?g  affects  ?a  ?g  measures  ?b   => ?a  affects  ?b	0.051020408	0.112781955	0.112781955	15	133	133	-1
?g  causes  ?a  ?g  complicates  ?b   => ?a  affects  ?b	0.057823129	0.157407407	0.173469388	17	108	98	-1
?g  degree_of  ?b  ?g  process_of  ?a   => ?a  affects  ?b	0.06122449	0.160714286	0.367346939	18	112	49	-1
?g  affects  ?b  ?g  indicates  ?a   => ?a  affects  ?b	0.013605442	0.25	0.5	4	16	8	-1
?g  complicates  ?b  ?g  degree_of  ?a   => ?a  affects  ?b	0.017006803	0.227272727	0.227272727	5	22	22	-1
?g  affects  ?a  ?g  precedes  ?b   => ?a  affects  ?b	0.044217687	0.092857143	0.213114754	13	140	61	-1
?g  complicates  ?b  ?g  indicates  ?a   => ?a  affects  ?b	0.010204082	0.25	0.5	3	12	6	-1
?g  affects  ?a  ?g  degree_of  ?b   => ?a  affects  ?b	0.051020408	0.12295082	0.272727273	15	122	55	-1
?g  degree_of  ?b  ?g  isa  ?a   => ?a  affects  ?b	0.027210884	0.347826087	0.444444444	8	23	18	-1
?g  complicates  ?b  ?g  produces  ?a   => ?a  affects  ?b	0.010204082	0.12	0.15	3	25	20	-1
?g  degree_of  ?b  ?g  manifestation_of  ?a   => ?a  affects  ?b	0.037414966	0.244444444	0.261904762	11	45	42	-1
?g  manifestation_of  ?b  ?g  result_of  ?a   => ?a  affects  ?b	0.210884354	0.223021583	0.263829787	62	278	235	-1
?g  manifestation_of  ?b  ?g  process_of  ?a   => ?a  affects  ?b	0.074829932	0.128654971	0.271604938	22	171	81	-1
?g  degree_of  ?a  ?g  degree_of  ?b   => ?a  affects  ?b	0.010204082	0.136363636	0.136363636	3	22	22	-1
?g  evaluation_of  ?a  ?g  manifestation_of  ?b   => ?a  affects  ?b	0.06122449	0.257142857	0.257142857	18	70	70	-1
?g  degree_of  ?a  ?g  manifestation_of  ?b   => ?a  affects  ?b	0.040816327	0.266666667	0.266666667	12	45	45	-1
?g  complicates  ?b  ?g  interacts_with  ?a   => ?a  affects  ?b	0.057823129	0.168316832	0.168316832	17	101	101	-1
?g  complicates  ?a  ?g  manifestation_of  ?b   => ?a  affects  ?b	0.040816327	0.206896552	0.222222222	12	58	54	-1
?g  complicates  ?b  ?g  diagnoses  ?a   => ?a  affects  ?b	0.010204082	0.15	0.15	3	20	20	-1
?g  degree_of  ?b  ?g  result_of  ?a   => ?a  affects  ?b	0.108843537	0.256	0.304761905	32	125	105	-1
?g  manifestation_of  ?b  ?g  precedes  ?a   => ?a  affects  ?b	0.027210884	0.32	0.32	8	25	25	-1
?g  degree_of  ?b  ?g  produces  ?a   => ?a  affects  ?b	0.027210884	0.275862069	0.380952381	8	29	21	-1
?g  manifestation_of  ?b  ?g  produces  ?a   => ?a  affects  ?b	0.023809524	0.14	0.184210526	7	50	38	-1
?g  indicates  ?b  ?g  measurement_of  ?a   => ?a  affects  ?b	0.085034014	0.260416667	0.260416667	25	96	96	-1
?g  manifestation_of  ?b  ?g  measurement_of  ?a   => ?a  affects  ?b	0.088435374	0.279569892	0.279569892	26	93	93	-1
?g  affects  ?a  ?g  complicates  ?b   => ?a  affects  ?b	0.119047619	0.147058824	0.191256831	35	238	183	-1
?g  evaluation_of  ?a  ?g  indicates  ?b   => ?a  affects  ?b	0.034013605	0.25	0.25	10	40	40	-1
?g  complicates  ?b  ?g  disrupts  ?a   => ?a  affects  ?b	0.068027211	0.115606936	0.185185185	20	173	108	-1
?g  indicates  ?b  ?g  manifestation_of  ?a   => ?a  affects  ?b	0.030612245	0.160714286	0.1875	9	56	48	-1
?g  location_of  ?a  ?g  manifestation_of  ?b   => ?a  affects  ?b	0.040816327	0.24	0.387096774	12	50	31	-1
?g  affects  ?a  ?g  manifestation_of  ?b   => ?a  affects  ?b	0.081632653	0.090225564	0.208695652	24	266	115	-1
?g  indicates  ?a  ?g  manifestation_of  ?b   => ?a  affects  ?b	0.037414966	0.196428571	0.224489796	11	56	49	-1
?g  complicates  ?b  ?g  prevents  ?a   => ?a  affects  ?b	0.034013605	0.256410256	0.256410256	10	39	39	-1
?g  indicates  ?b  ?g  result_of  ?a   => ?a  affects  ?b	0.010204082	0.375	0.375	3	8	8	-1
?g  complicates  ?b  ?g  isa  ?a   => ?a  affects  ?b	0.044217687	0.144444444	0.265306122	13	90	49	-1
?g  manifestation_of  ?a  ?g  process_of  ?b   => ?a  affects  ?b	0.163265306	0.280701754	0.285714286	48	171	168	-1
?g  precedes  ?a  ?g  process_of  ?b   => ?a  affects  ?b	0.112244898	0.305555556	0.305555556	33	108	108	-1
?g  isa  ?a  ?g  manifestation_of  ?b   => ?a  affects  ?b	0.034013605	0.126582278	0.357142857	10	79	28	-1
?g  complicates  ?b  ?g  process_of  ?a   => ?a  affects  ?b	0.027210884	0.098765432	0.210526316	8	81	38	-1
?g  complicates  ?b  ?g  occurs_in  ?a   => ?a  affects  ?b	0.013605442	0.086956522	0.307692308	4	46	13	-1
?g  co-occurs_with  ?a  ?g  manifestation_of  ?b   => ?a  affects  ?b	0.027210884	0.205128205	0.266666667	8	39	30	-1
?g  manifestation_of  ?a  ?g  manifestation_of  ?b   => ?a  affects  ?b	0.119047619	0.189189189	0.2	35	185	175	-1
?g  manifestation_of  ?b  ?g  occurs_in  ?a   => ?a  affects  ?b	0.010204082	0.033333333	0.130434783	3	90	23	-1
?g  conceptually_related_to  ?a  ?g  process_of  ?b   => ?a  affects  ?b	0.020408163	0.375	0.375	6	16	16	-1
?g  associated_with  ?b  ?g  measures  ?a   => ?a  affects  ?b	0.102040816	0.204081633	0.23255814	30	147	129	-1
?g  complicates  ?a  ?g  indicates  ?b   => ?a  affects  ?b	0.010204082	0.25	0.25	3	12	12	-1
?g  associated_with  ?a  ?g  manifestation_of  ?b   => ?a  affects  ?b	0.034013605	0.14084507	0.212765957	10	71	47	-1
?g  affects  ?a  ?g  associated_with  ?b   => ?a  affects  ?b	0.057823129	0.113333333	0.173469388	17	150	98	-1
?g  co-occurs_with  ?a  ?g  process_of  ?b   => ?a  affects  ?b	0.085034014	0.280898876	0.290697674	25	89	86	-1
?g  analyzes  ?a  ?g  associated_with  ?b   => ?a  affects  ?b	0.027210884	0.258064516	0.307692308	8	31	26	-1
?g  isa  ?a  ?g  process_of  ?b   => ?a  affects  ?b	0.081632653	0.188976378	0.252631579	24	127	95	-1
?g  process_of  ?b  ?g  result_of  ?a   => ?a  affects  ?b	0.408163265	0.194489465	0.233463035	120	617	514	-1
?g  process_of  ?a  ?g  process_of  ?b   => ?a  affects  ?b	0.24829932	0.106881406	0.252595156	73	683	289	-1
?g  degree_of  ?a  ?g  process_of  ?b   => ?a  affects  ?b	0.105442177	0.276785714	0.276785714	31	112	112	-1
?g  occurs_in  ?a  ?g  process_of  ?b   => ?a  affects  ?b	0.051020408	0.093167702	0.3125	15	161	48	-1
?g  affects  ?a  ?g  process_of  ?b   => ?a  affects  ?b	0.302721088	0.119784657	0.255014327	89	743	349	-1
?g  associated_with  ?a  ?g  process_of  ?b   => ?a  affects  ?b	0.027210884	0.133333333	0.266666667	8	60	30	-1
?g  indicates  ?a  ?g  indicates  ?b   => ?a  affects  ?b	0.040816327	0.151898734	0.19047619	12	79	63	-1
?g  associated_with  ?a  ?g  indicates  ?b   => ?a  affects  ?b	0.013605442	0.25	0.25	4	16	16	-1
?g  affects  ?a  ?g  treats  ?b   => ?a  affects  ?b	0.013605442	0.16	0.16	4	25	25	-1
?g  co-occurs_with  ?b  ?g  result_of  ?a   => ?a  affects  ?b	0.051020408	0.1171875	0.141509434	15	128	106	-1
?g  co-occurs_with  ?b  ?g  isa  ?a   => ?a  affects  ?b	0.010204082	0.136363636	0.1875	3	22	16	-1
?g  affects  ?a  ?g  indicates  ?b   => ?a  affects  ?b	0.013605442	0.25	0.25	4	16	16	-1
?g  location_of  ?a  ?g  part_of  ?b   => ?a  affects  ?b	0.204081633	0.194174757	0.25862069	60	309	232	-1
?g  affects  ?a  ?g  part_of  ?b   => ?a  affects  ?b	0.054421769	0.098159509	0.253968254	16	163	63	-1
?g  complicates  ?a  ?g  part_of  ?b   => ?a  affects  ?b	0.027210884	0.333333333	0.333333333	8	24	24	-1
?g  manifestation_of  ?a  ?g  part_of  ?b   => ?a  affects  ?b	0.085034014	0.280898876	0.280898876	25	89	89	-1
?g  co-occurs_with  ?a  ?g  part_of  ?b   => ?a  affects  ?b	0.017006803	0.208333333	0.294117647	5	24	17	-1
?g  associated_with  ?b  ?g  measurement_of  ?a   => ?a  affects  ?b	0.013605442	0.166666667	0.166666667	4	24	24	-1
?g  associated_with  ?b  ?g  diagnoses  ?a   => ?a  affects  ?b	0.010204082	0.25	0.25	3	12	12	-1
?g  affects  ?a  ?g  causes  ?b   => ?a  affects  ?b	0.081632653	0.176470588	0.176470588	24	136	136	-1
?g  causes  ?b  ?g  complicates  ?a   => ?a  affects  ?b	0.047619048	0.12962963	0.13592233	14	108	103	-1
?g  associated_with  ?b  ?g  isa  ?a   => ?a  affects  ?b	0.017006803	0.068493151	0.3125	5	73	16	-1
?g  complicates  ?a  ?g  process_of  ?b   => ?a  affects  ?b	0.040816327	0.148148148	0.164383562	12	81	73	-1
?g  associated_with  ?b  ?g  complicates  ?a   => ?a  affects  ?b	0.010204082	0.103448276	0.115384615	3	29	26	-1
?g  evaluation_of  ?a  ?g  measurement_of  ?b   => ?a  affects  ?b	0.023809524	0.116666667	0.116666667	7	60	60	-1
?g  co-occurs_with  ?b  ?g  process_of  ?a   => ?a  affects  ?b	0.047619048	0.157303371	0.311111111	14	89	45	-1
?g  associated_with  ?b  ?g  result_of  ?a   => ?a  affects  ?b	0.044217687	0.154761905	0.178082192	13	84	73	-1
?g  assesses_effect_of  ?a  ?g  associated_with  ?b   => ?a  affects  ?b	0.040816327	0.226415094	0.226415094	12	53	53	-1
?g  associated_with  ?b  ?g  manifestation_of  ?a   => ?a  affects  ?b	0.027210884	0.112676056	0.121212121	8	71	66	-1
?g  associated_with  ?b  ?g  evaluation_of  ?a   => ?a  affects  ?b	0.013605442	0.142857143	0.142857143	4	28	28	-1
?g  isa  ?b  ?g  process_of  ?a   => ?a  affects  ?b	0.044217687	0.102362205	0.232142857	13	127	56	-1
?g  associated_with  ?b  ?g  process_of  ?a   => ?a  affects  ?b	0.020408163	0.1	0.230769231	6	60	26	-1
?g  associated_with  ?b  ?g  degree_of  ?a   => ?a  affects  ?b	0.010204082	0.1875	0.1875	3	16	16	-1
?g  causes  ?b  ?g  interacts_with  ?a   => ?a  affects  ?b	0.088435374	0.137566138	0.157575758	26	189	165	-1
?g  degree_of  ?a  ?g  isa  ?b   => ?a  affects  ?b	0.013605442	0.173913043	0.173913043	4	23	23	-1
?g  causes  ?b  ?g  isa  ?a   => ?a  affects  ?b	0.020408163	0.088235294	0.153846154	6	68	39	-1
?g  isa  ?a  ?g  isa  ?b   => ?a  affects  ?b	0.017006803	0.040983607	0.104166667	5	122	48	-1
?g  causes  ?b  ?g  treats  ?a   => ?a  affects  ?b	0.010204082	0.103448276	0.115384615	3	29	26	-1
?g  co-occurs_with  ?b  ?g  produces  ?a   => ?a  affects  ?b	0.013605442	0.142857143	0.181818182	4	28	22	-1
?g  associated_with  ?a  ?g  measurement_of  ?b   => ?a  affects  ?b	0.017006803	0.208333333	0.208333333	5	24	24	-1
?g  part_of  ?b  ?g  result_of  ?a   => ?a  affects  ?b	0.102040816	0.204081633	0.236220472	30	147	127	-1
?g  measurement_of  ?b  ?g  result_of  ?a   => ?a  affects  ?b	0.020408163	0.115384615	0.142857143	6	52	42	-1
?g  affects  ?a  ?g  prevents  ?b   => ?a  affects  ?b	0.034013605	0.27027027	0.27027027	10	37	37	-1
?g  prevents  ?a  ?g  prevents  ?b   => ?a  affects  ?b	0.013605442	0.166666667	0.166666667	4	24	24	-1
?g  isa  ?b  ?g  result_of  ?a   => ?a  affects  ?b	0.06462585	0.112426036	0.136690647	19	169	139	-1
?g  causes  ?a  ?g  prevents  ?b   => ?a  affects  ?b	0.013605442	0.166666667	0.173913043	4	24	23	-1
?g  isa  ?b  ?g  precedes  ?a   => ?a  affects  ?b	0.023809524	0.333333333	0.333333333	7	21	21	-1
?g  causes  ?b  ?g  disrupts  ?a   => ?a  affects  ?b	0.030612245	0.097826087	0.142857143	9	92	63	-1
?g  isa  ?a  ?g  prevents  ?b   => ?a  affects  ?b	0.013605442	0.181818182	0.444444444	4	22	9	-1
?g  isa  ?b  ?g  produces  ?a   => ?a  affects  ?b	0.020408163	0.075	0.107142857	6	80	56	-1
?g  co-occurs_with  ?a  ?g  isa  ?b   => ?a  affects  ?b	0.010204082	0.136363636	0.166666667	3	22	18	-1
?g  diagnoses  ?b  ?g  measures  ?a   => ?a  affects  ?b	0.040816327	0.139534884	0.153846154	12	86	78	-1
?g  assesses_effect_of  ?a  ?g  diagnoses  ?b   => ?a  affects  ?b	0.027210884	0.19047619	0.19047619	8	42	42	-1
?g  manifestation_of  ?a  ?g  property_of  ?b   => ?a  affects  ?b	0.034013605	0.3125	0.3125	10	32	32	-1
?g  affects  ?a  ?g  diagnoses  ?b   => ?a  affects  ?b	0.027210884	0.216216216	0.216216216	8	37	37	-1
?g  analyzes  ?a  ?g  diagnoses  ?b   => ?a  affects  ?b	0.023809524	0.184210526	0.212121212	7	38	33	-1
?g  diagnoses  ?b  ?g  interacts_with  ?a   => ?a  affects  ?b	0.010204082	0.214285714	0.375	3	14	8	-1
?g  complicates  ?a  ?g  prevents  ?b   => ?a  affects  ?b	0.023809524	0.179487179	0.179487179	7	39	39	-1
?g  conceptually_related_to  ?b  ?g  process_of  ?a   => ?a  affects  ?b	0.010204082	0.1875	0.5	3	16	6	-1
?g  interacts_with  ?a  ?g  prevents  ?b   => ?a  affects  ?b	0.013605442	0.181818182	0.181818182	4	22	22	-1
?g  isa  ?b  ?g  manifestation_of  ?a   => ?a  affects  ?b	0.034013605	0.126582278	0.133333333	10	79	75	-1
?a  degree_of  ?b  ?a  process_of  ?b   => ?a  isa  ?b	0.013793103	0.666666667	0.666666667	2	3	3	-1
?g  disrupts  ?a  ?g  prevents  ?b   => ?a  affects  ?b	0.010204082	0.130434783	0.25	3	23	12	-1
?a  affects  ?b  ?b  manifestation_of  ?a   => ?a  result_of  ?b	0.015957447	0.375	0.375	3	8	8	-1
?g  measurement_of  ?a  ?g  property_of  ?b   => ?a  affects  ?b	0.020408163	0.285714286	0.285714286	6	21	21	-1
?g  occurs_in  ?b  ?g  process_of  ?a   => ?a  affects  ?b	0.034013605	0.062111801	0.125	10	161	80	-1
?g  complicates  ?a  ?g  diagnoses  ?b   => ?a  affects  ?b	0.013605442	0.2	0.2	4	20	20	-1
?b  co-occurs_with  ?a  ?b  manifestation_of  ?a   => ?a  result_of  ?b	0.010638298	1	1	2	2	2	-1
?g  property_of  ?b  ?g  result_of  ?a   => ?a  affects  ?b	0.040816327	0.15	0.203389831	12	80	59	-1
?a  affects  ?b  ?b  degree_of  ?a   => ?a  result_of  ?b	0.010638298	0.666666667	0.666666667	2	3	3	-1
?g  prevents  ?b  ?g  treats  ?a   => ?a  affects  ?b	0.010204082	0.115384615	0.12	3	26	25	-1
?b  affects  ?a  ?b  degree_of  ?a   => ?a  result_of  ?b	0.015957447	0.75	0.75	3	4	4	-1
?b  affects  ?a  ?b  manifestation_of  ?a   => ?a  result_of  ?b	0.026595745	0.5	0.5	5	10	10	-1
?b  degree_of  ?a  ?b  manifestation_of  ?a   => ?a  result_of  ?b	0.015957447	0.75	0.75	3	4	4	-1
?b  manifestation_of  ?a  ?b  process_of  ?a   => ?a  result_of  ?b	0.015957447	0.333333333	0.333333333	3	9	9	-1
?b  affects  ?a  ?b  result_of  ?a   => ?a  isa  ?b	0.013793103	0.095238095	0.105263158	2	21	19	-1
?g  occurs_in  ?b  ?g  produces  ?a   => ?a  affects  ?b	0.017006803	0.108695652	0.142857143	5	46	35	-1
?b  degree_of  ?a  ?a  precedes  ?b   => ?a  result_of  ?b	0.015957447	0.75	0.75	3	4	4	-1
?a  complicates  ?b  ?b  degree_of  ?a   => ?a  result_of  ?b	0.010638298	0.666666667	0.666666667	2	3	3	-1
?g  isa  ?a  ?g  occurs_in  ?b   => ?a  affects  ?b	0.010204082	0.073170732	0.111111111	3	41	27	-1
?a  affects  ?b  ?b  process_of  ?a   => ?a  result_of  ?b	0.026595745	0.333333333	0.333333333	5	15	15	-1
?b  degree_of  ?a  ?b  occurs_in  ?a   => ?a  result_of  ?b	0.015957447	0.75	0.75	3	4	4	-1
?a  process_of  ?b  ?a  result_of  ?b   => ?a  isa  ?b	0.020689655	0.15	0.166666667	3	20	18	-1
