Assuming 9 as type relation
Loading files... 
  Starting train_pharmkgfull.tsv
  Finished train_pharmkgfull.tsv, still running: 0
Loaded 379794 facts in 1.58 s using 22 MB
Using HeadCoverage as pruning metric with minimum threshold 0.01
Using recursivity limit 3
Default mining assistant that defines support by counting support on both head variables
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.1
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 4 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?h  Iw  ?b  ?a  Sa  ?h   => ?a  T  ?b	0.050070721	0.16937799	0.170049237	1416	8360	8327	-1
?h  An  ?b  ?a  Sa  ?h   => ?a  T  ?b	0.061881188	0.131420847	0.131826742	1750	13316	13275	-1
?a  I  ?h  ?h  T  ?b   => ?a  T  ?b	0.011421499	0.004349583	0.205863607	323	74260	1569	-1
?h  Iw  ?b  ?a  Pr  ?h   => ?a  T  ?b	0.032956153	0.212639744	0.21268827	932	4383	4382	-1
?h  An  ?b  ?a  Pr  ?h   => ?a  T  ?b	0.045579915	0.198858377	0.199258	1289	6482	6469	-1
?b  ML  ?h  ?h  O  ?a   => ?a  T  ?b	0.121534653	0.231323193	0.231369909	3437	14858	14855	-1
?b  ML  ?h  ?h  Z  ?a   => ?a  T  ?b	0.070049505	0.252324545	0.252324545	1981	7851	7851	-1
?h  K  ?a  ?b  ML  ?h   => ?a  T  ?b	0.279915134	0.177309889	0.177955623	7916	44645	44483	-1
?h  I  ?a  ?b  ML  ?h   => ?a  T  ?b	0.114957567	0.05888426	0.183413258	3251	55210	17725	-1
?a  A  ?h  ?b  ML  ?h   => ?a  T  ?b	0.068528996	0.21617401	0.217679434	1938	8965	8903	-1
?b  ML  ?h  ?a  N  ?h   => ?a  T  ?b	0.337022631	0.159091288	0.159816892	9531	59909	59637	-1
?a  Iw  ?h  ?b  ML  ?h   => ?a  T  ?b	0.044519095	0.05263598	0.229954338	1259	23919	5475	-1
?a  B  ?h  ?b  ML  ?h   => ?a  T  ?b	0.117468175	0.015753558	0.234257105	3322	210873	14181	-1
?a  E  ?h  ?h  Te  ?b   => ?a  T  ?b	0.384299859	0.056079589	0.164631745	10868	193796	66014	-1
?a  E  ?h  ?b  ML  ?h   => ?a  T  ?b	0.552793494	0.03703458	0.120170651	15633	422119	130090	-1
?h  D  ?b  ?a  E  ?h   => ?a  T  ?b	0.153465347	0.069614873	0.225724242	4340	62343	19227	-1
?a  E  ?h  ?h  U  ?b   => ?a  T  ?b	0.367079208	0.047611622	0.159366892	10381	218035	65139	-1
?a  E  ?h  ?h  P  ?b   => ?a  T  ?b	0.650424328	0.033223215	0.100745431	18394	553649	182579	-1
?h  An  ?b  ?a  T  ?h   => ?a  T  ?b	0.342963225	0.302932817	0.302932817	9699	32017	32017	-1
?a  N  ?h  ?h  U  ?b   => ?a  T  ?b	0.216725601	0.187867827	0.188671695	6129	32624	32485	-1
?h  As  ?b  ?a  T  ?h   => ?a  T  ?b	0.023196605	0.233368908	0.233368908	656	2811	2811	-1
?a  N  ?h  ?h  Te  ?b   => ?a  T  ?b	0.158734088	0.229358267	0.229780917	4489	19572	19536	-1
?h  D  ?b  ?a  N  ?h   => ?a  T  ?b	0.102015559	0.263205912	0.263759371	2885	10961	10938	-1
?a  C  ?h  ?h  Iw  ?b   => ?a  T  ?b	0.033769448	0.166000348	0.166000348	955	5753	5753	-1
?h  Iw  ?b  ?a  T  ?h   => ?a  T  ?b	0.197241867	0.230030104	0.230030104	5578	24249	24249	-1
?a  N  ?h  ?h  P  ?b   => ?a  T  ?b	0.379526167	0.150655512	0.15118179	10733	71242	70994	-1
?h  An  ?b  ?a  C  ?h   => ?a  T  ?b	0.019731259	0.245598592	0.245706737	558	2272	2271	-1
?h  An  ?b  ?a  J  ?h   => ?a  T  ?b	0.023161245	0.195873206	0.19722975	655	3344	3321	-1
?h  Iw  ?b  ?a  J  ?h   => ?a  T  ?b	0.018811881	0.214949495	0.215384615	532	2475	2470	-1
?a  Iw  ?h  ?h  P  ?b   => ?a  T  ?b	0.048762376	0.044819293	0.224081898	1379	30768	6154	-1
?a  Iw  ?h  ?h  U  ?b   => ?a  T  ?b	0.015134371	0.040127508	0.192792793	428	10666	2220	-1
?a  A  ?h  ?h  U  ?b   => ?a  T  ?b	0.030834512	0.241886269	0.243779704	872	3605	3577	-1
?a  A  ?h  ?h  P  ?b   => ?a  T  ?b	0.077263083	0.193208949	0.193998047	2185	11309	11263	-1
?a  A  ?h  ?h  Te  ?b   => ?a  T  ?b	0.022630835	0.262833676	0.263374486	640	2435	2430	-1
?h  Iw  ?b  ?a  Iw  ?h   => ?a  T  ?b	0.030162659	0.035430945	0.155203785	853	24075	5496	-1
?a  Iw  ?h  ?h  Te  ?b   => ?a  T  ?b	0.011598303	0.041900869	0.280821918	328	7828	1168	-1
?a  B  ?h  ?h  Te  ?b   => ?a  T  ?b	0.046287129	0.019744781	0.282051282	1309	66296	4641	-1
?a  B  ?h  ?h  D  ?b   => ?a  T  ?b	0.019731259	0.019027484	0.337772397	558	29326	1652	-1
?a  B  ?h  ?h  I  ?b   => ?a  T  ?b	0.014250354	0.008908637	0.112318841	403	45237	3588	-1
?a  B  ?h  ?h  U  ?b   => ?a  T  ?b	0.061916549	0.017630948	0.270843001	1751	99314	6465	-1
?a  B  ?h  ?h  P  ?b   => ?a  T  ?b	0.133557284	0.015846178	0.222858154	3777	238354	16948	-1
?a  CC  ?h  ?h  Pr  ?b   => ?a  T  ?b	0.245509194	0.116828484	0.119982028	6943	59429	57867	-1
?a  CC  ?h  ?h  J  ?b   => ?a  T  ?b	0.140169731	0.11827187	0.121513089	3964	33516	32622	-1
?h  C  ?b  ?a  CC  ?h   => ?a  T  ?b	0.084476662	0.133635397	0.137212107	2389	17877	17411	-1
?g  K  ?a  ?g  U  ?b   => ?a  T  ?b	0.157850071	0.210834553	0.211614127	4464	21173	21095	-1
?g  I  ?a  ?g  U  ?b   => ?a  T  ?b	0.095685997	0.068381684	0.186466373	2706	39572	14512	-1
?g  U  ?b  ?g  Z  ?a   => ?a  T  ?b	0.040275813	0.276255154	0.276255154	1139	4123	4123	-1
?g  O  ?a  ?g  U  ?b   => ?a  T  ?b	0.058239038	0.26352	0.26356217	1647	6250	6249	-1
?g  I  ?a  ?g  T  ?b   => ?a  T  ?b	0.010997171	0.004144014	0.209005376	311	75048	1488	-1
?g  K  ?a  ?g  P  ?b   => ?a  T  ?b	0.37606082	0.145241249	0.145762805	10635	73223	72961	-1
?g  O  ?a  ?g  P  ?b   => ?a  T  ?b	0.124151344	0.214255202	0.214255202	3511	16387	16387	-1
?g  P  ?b  ?g  Z  ?a   => ?a  T  ?b	0.080693069	0.223945044	0.223945044	2282	10190	10190	-1
?g  K  ?a  ?g  Te  ?b   => ?a  T  ?b	0.176096181	0.214175125	0.21484038	4980	23252	23180	-1
?g  O  ?a  ?g  Te  ?b   => ?a  T  ?b	0.040381895	0.279012949	0.279012949	1142	4093	4093	-1
?g  Te  ?b  ?g  Z  ?a   => ?a  T  ?b	0.030869873	0.317801238	0.317801238	873	2747	2747	-1
?g  I  ?a  ?g  P  ?b   => ?a  T  ?b	0.104738331	0.053664281	0.163818373	2962	55195	18081	-1
?g  Iw  ?b  ?g  K  ?a   => ?a  T  ?b	0.021322489	0.110927152	0.111131589	603	5436	5426	-1
?g  I  ?a  ?g  Te  ?b   => ?a  T  ?b	0.026591231	0.064262519	0.225352113	752	11702	3337	-1
?g  D  ?b  ?g  K  ?a   => ?a  T  ?b	0.04533239	0.277309107	0.277549253	1282	4623	4619	-1
?g  D  ?b  ?g  O  ?a   => ?a  T  ?b	0.014391796	0.296863603	0.296863603	407	1371	1371	-1
?g  D  ?b  ?g  Z  ?a   => ?a  T  ?b	0.011067893	0.328436516	0.328436516	313	953	953	-1
?g  D  ?b  ?g  I  ?a   => ?a  T  ?b	0.017892504	0.06999585	0.23147301	506	7229	2186	-1
?g  C  ?b  ?g  CC  ?a   => ?a  T  ?b	0.09218529	0.112487056	0.116822011	2607	23176	22316	-1
?g  I  ?b  ?g  O  ?a   => ?a  T  ?b	0.019342291	0.114243943	0.114243943	547	4788	4788	-1
?b  E  ?a  ?a  Rg  ?b   => ?a  Q  ?b	0.021842899	0.207622505	0.212560386	572	2755	2691	-1
?b  E  ?a  ?b  Q  ?a   => ?a  Q  ?b	0.054225379	0.793739519	0.794183445	1420	1789	1788	-1
?b  E  ?a  ?b  Rg  ?a   => ?a  Q  ?b	0.021613778	0.218279985	0.223450454	566	2593	2533	-1
?a  E  ?b  ?b  Rg  ?a   => ?a  Q  ?b	0.021690152	0.206170599	0.210917193	568	2755	2693	-1
?a  Ra  ?b  ?b  Rg  ?a   => ?a  Q  ?b	0.017222286	0.150483817	0.155785838	451	2997	2895	-1
?a  B  ?b  ?b  Rg  ?a   => ?a  Q  ?b	0.012716233	0.158495954	0.166084788	333	2101	2005	-1
?a  GG  ?b  ?b  Rg  ?a   => ?a  Q  ?b	0.011685187	0.136851521	0.148399612	306	2236	2062	-1
?b  Q  ?a  ?b  Rg  ?a   => ?a  Q  ?b	0.09321419	0.825219743	0.827177228	2441	2958	2951	-1
?b  B  ?a  ?b  Rg  ?a   => ?a  Q  ?b	0.012448925	0.173127987	0.180809762	326	1883	1803	-1
?b  Ra  ?a  ?b  Rg  ?a   => ?a  Q  ?b	0.017375033	0.179699842	0.185638515	455	2532	2451	-1
?b  GG  ?a  ?b  Rg  ?a   => ?a  Q  ?b	0.011799748	0.137639198	0.152970297	309	2245	2020	-1
?b  GG  ?a  ?b  Q  ?a   => ?a  Q  ?b	0.043380303	0.792742498	0.803963199	1136	1433	1413	-1
?b  B  ?a  ?b  Q  ?a   => ?a  Q  ?b	0.028105549	0.793959008	0.797399783	736	927	923	-1
?b  Ra  ?a  ?a  Rg  ?b   => ?a  Q  ?b	0.017184099	0.15015015	0.155494126	450	2997	2894	-1
?b  GG  ?a  ?a  Rg  ?b   => ?a  Q  ?b	0.011303318	0.132379249	0.147190453	296	2236	2011	-1
?b  B  ?a  ?a  Rg  ?b   => ?a  Q  ?b	0.012678046	0.15801999	0.165256346	332	2101	2009	-1
?a  E  ?b  ?a  Rg  ?b   => ?a  Q  ?b	0.020659106	0.208638642	0.212824548	541	2593	2542	-1
?a  Ra  ?b  ?a  Rg  ?b   => ?a  Q  ?b	0.01619124	0.167456556	0.172638436	424	2532	2456	-1
?a  B  ?b  ?a  Rg  ?b   => ?a  Q  ?b	0.012105243	0.16834838	0.175138122	317	1883	1810	-1
?a  GG  ?b  ?a  Rg  ?b   => ?a  Q  ?b	0.011265132	0.131403118	0.143902439	295	2245	2050	-1
?b  E  ?a  ?a  Rg  ?b   => ?a  E  ?b	0.059914174	0.663883848	0.701572689	1829	2755	2607	-1
?b  E  ?a  ?a  Q  ?b   => ?a  E  ?b	0.042355947	0.681243414	0.717536071	1293	1898	1802	-1
?b  E  ?a  ?a  Ra  ?b   => ?a  E  ?b	0.028925214	0.506888634	0.536452005	883	1742	1646	-1
?b  E  ?a  ?a  GG  ?b   => ?a  E  ?b	0.023782226	0.685552408	0.726726727	726	1059	999	-1
?b  E  ?a  ?b  Q  ?a   => ?a  E  ?b	0.042355947	0.72275014	0.755257009	1293	1789	1712	-1
?b  E  ?a  ?b  Rg  ?a   => ?a  E  ?b	0.059914174	0.705360586	0.738393218	1829	2593	2477	-1
?b  E  ?a  ?b  Ra  ?a   => ?a  E  ?b	0.028925214	0.695275591	0.724958949	883	1270	1218	-1
?b  B  ?a  ?b  E  ?a   => ?a  E  ?b	0.022275363	0.659553831	0.69035533	680	1031	985	-1
?b  E  ?a  ?b  GG  ?a   => ?a  E  ?b	0.023782226	0.72238806	0.748453608	726	1005	970	-1
?a  Q  ?b  ?b  Rg  ?a   => ?a  E  ?b	0.01860648	0.181934657	0.199859254	568	3122	2842	-1
?a  Ra  ?b  ?b  Rg  ?a   => ?a  E  ?b	0.012153176	0.123790457	0.135352061	371	2997	2741	-1
?b  Q  ?a  ?b  Rg  ?a   => ?a  E  ?b	0.018737511	0.193373901	0.212166172	572	2958	2696	-1
?b  B  ?a  ?b  Rg  ?a   => ?a  E  ?b	0.010318734	0.167286245	0.183352736	315	1883	1718	-1
?b  Ra  ?a  ?b  Rg  ?a   => ?a  E  ?b	0.012644544	0.152448657	0.165239726	386	2532	2336	-1
?b  Q  ?a  ?a  Rg  ?b   => ?a  E  ?b	0.018540964	0.181294042	0.200495926	566	3122	2823	-1
?b  B  ?a  ?a  Rg  ?b   => ?a  E  ?b	0.010285976	0.149452642	0.165611814	314	2101	1896	-1
?a  Q  ?b  ?a  Rg  ?b   => ?a  E  ?b	0.017722017	0.182893847	0.201489758	541	2958	2685	-1
?b  Ra  ?a  ?a  Rg  ?b   => ?a  E  ?b	0.01316867	0.134134134	0.145916515	402	2997	2755	-1
?a  Ra  ?b  ?a  Rg  ?b   => ?a  E  ?b	0.010744587	0.129541864	0.1419299	328	2532	2311	-1
Mining done in 5 min, 30 s
Total time 5 min, 32 s
553 rules mined.
